Age,Condition,Date,Drug,DrugId,EaseofUse,Effectiveness,Reviews,Satisfaction,Sex,Sides,UsefulCount
19-24,Abnormally Long or Heavy Periods,6/13/2012,amethia,156569,4,1,I was on ortho tricycline for a couple years and realized it was the cause of my depression so I tried seasonique and I spotted all through the 3 months. I'm currently on my 3rd month with amethia and am having very heavy bleeding like I have never had before. A little spotting in the last 2 months. My husband and I are gonna wait a little while and start trying for a baby. I will def have to request something else later on.... Do not like it at all... ,1,Female,"Nausea ,  vomiting ,  headache ,  bloating ,  breast  tenderness, swelling of the  ankles /feet (fluid retention), or  weight  change may occur.",0
25-34,Abnormally Long or Heavy Periods,5/8/2012,amethia,156569,5,1,"Hate it! Worst generic birth control pill ever created! Not even close to the brand name. My period is now going on TWO WEEKS and my breasts feel like they've been pounded with a meat tenderizer and I have never had soooo much cramping. On Seasonique, my period lasted for ONE day, no mood swings, no cramping, no fatigue, no weight gain = PERFECT. This generic is a piece of crap.! I'm only taking it because they decided to raise the price to $250...and I can't take it anymore. 3 weeks in and I'm ready to murder someone. The first month I was ever on Seasonique, my period was 2 days and I felt wonderful and ever since my period was maybe ONE day. ",1,Female,"Nausea ,  vomiting ,  headache ,  bloating ,  breast  tenderness, swelling of the  ankles /feet (fluid retention), or  weight  change may occur.",0
19-24,Abnormally Long or Heavy Periods,3/12/2012,amethia,156569,1,2,"I started birth control when I was 15 for my period. I am 21 now and still a virgin BTW. Before birth control pills, my period would last 6 months then stop for 2 days, then start again for another 4-6 months. It was extremely heavy. I would use at least 8 ultra heavy overnight pads a day. I went to the doctor & asked for Seasonale. At the time it was new & only had brand name. I took it & 2 days later I had no period. I took it for years before having to switch to generic Seasonale, called Jolessa. Jolessa is just as good too, with a little spotting. Also I've never taken the inactive pills. I have not had a period in 7 years. Then one day I needed a refill but my pharmacy didn't have any Seasonale or Jolessa, so they called my doctor, & she gave me a free sample pack of brand name Seasonique, which is exactly the same as Seasonale, except for the last 7 pills, which I have never taken on any of the 3 birth control pills. I love brand name Seasonique. Then I recently went to my doctor for a new prescription and asked for Seasonique & was given a script. When I got to the pharmacy, they only had generic Seasonique, called Amethia, so I had no choice but to get it. Amethia is made by a different company than Jolessa. I had no problems with either brand name, or generic Seasonale. But generic Seasonique (Amethia) is HORRIBLE. My face constantly feels like it is on fire, my stomach always hurts, and I am throwing up. Remember I am a virgin so this is not morning sickness or anything. I won't be able to get a refill for over a month, so for now I have to suffer with these side effects of generic Seasonique. But when I can get a refill, I will pay the extra $100 to get Seasonique, or have them call my doctor for a Seasonale prescription and get the generic Jolessa.",1,Female,"Nausea ,  vomiting ,  headache ,  bloating ,  breast  tenderness, swelling of the  ankles /feet (fluid retention), or  weight  change may occur.",0
35-44,Abnormally Long or Heavy Periods,1/31/2012,amethia,156569,5,2,"I've been on Seasonique for the past two years with no problem.  When I refilled my prescription November 2011 I was advised of an available generic/Amethia.  The first month and half was fine BUT since that time I've has excessive bleeding, clotting, cramps, hair loss, frequent migraines as well as moood swings.  I'm switching back to ""old faithful"" ASAP!",1,Female,"Nausea ,  vomiting ,  headache ,  bloating ,  breast  tenderness, swelling of the  ankles /feet (fluid retention), or  weight  change may occur.",0
 ,Abnormally Long or Heavy Periods,1/12/2012,amethia,156569,4,1,Do not take this pill. I've had trouble with birth control pills since I started taking them several years ago and finally had some success with Seasonique. But when I refilled my prescription I was given Amethia. And since the first pill I have been on my period for three months. Yes the price is better but when you're on your period constantly it kind of defeats the point of taking the pill.,1, ,"Nausea ,  vomiting ,  headache ,  bloating ,  breast  tenderness, swelling of the  ankles /feet (fluid retention), or  weight  change may occur.",0
35-44,Abnormally Long or Heavy Periods,12/30/2011,amethia,156569,5,1,I started this medication four months ago and have been bleeding since.  This product has not worked at all for me and will be switching to something else.,1,Female,"Nausea ,  vomiting ,  headache ,  bloating ,  breast  tenderness, swelling of the  ankles /feet (fluid retention), or  weight  change may occur.",0
25-34,Abnormally Long or Heavy Periods,12/4/2011,amethia,156569,4,4,I had taken Seasonique for many years and had no break through bleeding.  I havent experienced any break through bleeding with Amethia either.  I have been very happy with the switch.,4,Female,"Nausea ,  vomiting ,  headache ,  bloating ,  breast  tenderness, swelling of the  ankles /feet (fluid retention), or  weight  change may occur.",0
19-24,Abnormally Long or Heavy Periods,3/6/2016,apri,17518,4,4,I have been using this for awhile now. I was put on it because after my car accident 3 years ago I had my period continuously for 2 months. Once I started the medicine my period went back to once a month. My period has been 5-7 days since I first got it when I was 11. Ever since I started taking this pill it has dropped to a two day period. I was told this is normal for my body now. I have recently been feeling extremely nauseous after taking this pill. This started about two weeks ago. I dont understand cause I have been on it for about 3 years and now all of a sudden I juat want to throw up after I take this pill. I have a doctors appointment this week in which we will be discussing whether or not I should stay on this pill. Overall it has not been a horrible pill for me... just these past couple of weeks have been horrible. ,3, ,"Nausea ,  vomiting ,  headache ,  bloating ,  breast  tenderness, swelling of the  ankles /feet (fluid retention), or  weight  change may occur.",0
13-18,Abnormally Long or Heavy Periods,1/30/2016,apri,17518,5,5,"I had gotten this BCP as an oral contraceptive as well as relief from heavy periods. It's worked perfectly, and my periods are much lighter. I haven't gained weight, nor have I had terrible mood swings, like most BCPs warn you of. Acne wasn't a main concern for me, but it definitely helped that, as well. ",5, ,"Nausea ,  vomiting ,  headache ,  bloating ,  breast  tenderness, swelling of the  ankles /feet (fluid retention), or  weight  change may occur.",0
35-44,Abnormally Long or Heavy Periods,12/13/2014,apri,17518,4,4,"My doctor started me on Apri a few months ago to help with my very heavy periods. I am 41 and have never smoked. Yes, my periods were lighter and shorter--down to 6 days instead of 8 and I no longer slept on towels. My skin cleared up for the first month, but then went back to the usual, but with a little less oil. However, my libido tanked, and the headaches started around the third month. The headaches became a daily occurrence, and started waking me up around 4 A.M. Nothing dulled the pain. I went back to the doctor and my blood pressure was *extremely* high (188/111). I immediately stopped taking the Apri, and now I'm on medicine to lower my blood pressure. It took about 9 days before the headaches stopped, and now it has been a month and my b/p has started to level out. The Apri did what it was supposed to do, but if you start having headaches I would advise you to get to the doctor quickly.",1,Female,"Nausea ,  vomiting ,  headache ,  bloating ,  breast  tenderness, swelling of the  ankles /feet (fluid retention), or  weight  change may occur.",0
25-34,Abnormally Long or Heavy Periods,8/4/2019,ashlyna,167918,1,1,"With or without food, constant moderate to severe nausea and cramping. Extreme lethargy, horrible mood swings, bloating and now horrible break through bleeding. Add in the sleepwalking that has now begun.... I started with Daysee and it was wonderful(they did not have Daysee or seasonique when I refilled), I am going to the pharmacy tomorrow to change scripts back.",1, ,"Nausea ,  vomiting ,  headache ,  bloating ,  breast  tenderness, swelling of the  ankles /feet (fluid retention), or  weight  change may occur.",0
35-44,Abnormally Long or Heavy Periods,4/28/2019,ashlyna,167918,5,5,I'm on my third month of taking Ashlyna and I think it's great! I haven't had a period and I feel great. I used to have a problem with heavy periods and pms. My boyfriend called me evil I would get so moody when my period came. With this i will only be evil 4 times a year. I'm so happy my doctor recommended this!,5,Female,"Nausea ,  vomiting ,  headache ,  bloating ,  breast  tenderness, swelling of the  ankles /feet (fluid retention), or  weight  change may occur.",0
13-18,Abnormally Long or Heavy Periods,1/30/2019,ashlyna,167918,5,1,"It says it's supposed to suspend your period for 3 months, but it has caused spotting or light periods for 2 months. Time to switch. ",1,Female,"Nausea ,  vomiting ,  headache ,  bloating ,  breast  tenderness, swelling of the  ankles /feet (fluid retention), or  weight  change may occur.",0
25-34,Abnormally Long or Heavy Periods,4/25/2018,ashlyna,167918,5,1,"I have been taking birth control for at least 10 years to help with severe period pain. My last pill was very weak and was causing breakthough bleeding, so my doctor subscribed this one. I started this drug 6 weeks ago and it's horrible. I've been on my period for the last 3 weeks straight (4th week of my period is starting now). I've gained about 8 pounds since I started this without a change in my diet. My doctor says this is normal and your body takes 6 months to adjust but this is just too much.",1,Female,"Nausea ,  vomiting ,  headache ,  bloating ,  breast  tenderness, swelling of the  ankles /feet (fluid retention), or  weight  change may occur.",0
25-34,Abnormally Long or Heavy Periods,12/17/2017,ashlyna,167918,4,4,"My pharmacy gave me this generic instead of my regular (Amethia)prescription and I'm never letting it happen again. Im only a month in and I've had nothing fatigue, massive bloating and weight gain. At first I thought the symptoms would subside by the second week. However, its gotten so bad that most days I feel the need for 3 naps! Calling my doctor to make sure this never happens again and thank you to everyone who shared their experiences as it helped me confirm that this situation wasn't normal.",1, ,"Nausea ,  vomiting ,  headache ,  bloating ,  breast  tenderness, swelling of the  ankles /feet (fluid retention), or  weight  change may occur.",0
35-44,Abnormally Long or Heavy Periods,11/25/2009,estrostep fe,16160,5,1,Ive been on many birth control pills and this was the absolute worse.  Many side effects and not a very good pill for heavy periods.  ,1,Female,"Nausea ,  vomiting ,  headache ,  bloating ,  breast  tenderness, swelling of the  ankles /feet (fluid retention), or  weight  change may occur.",1
19-24,Abnormally Long or Heavy Periods,7/28/2019,estarylla,163762,2,2,I was prescribed this drug as a low estrogen birth control everything seemed to be working normal prevented me from having month long periods until I was diagnosed with pulmonary embolism and almost died living with blood clots on my lungs all from birth control. ,1,Female,"Nausea ,  vomiting ,  headache ,  bloating ,  breast  tenderness, swelling of the  ankles /feet (fluid retention), or  weight  change may occur.",0
19-24,Abnormally Long or Heavy Periods,3/2/2019,estarylla,163762,1,1,I had to stop taking it after 3 weeks. I started the pack on a Sunday and exactly 3 Sundays later I never stopped bleeding. I have broke out with really bad acne on my face that will not go away. Itâ??s made me feel sick and nauseous constantly everyday. I feel like I need to throw up all the time. ,1, ,"Nausea ,  vomiting ,  headache ,  bloating ,  breast  tenderness, swelling of the  ankles /feet (fluid retention), or  weight  change may occur.",0
19-24,Abnormally Long or Heavy Periods,2/6/2019,estarylla,163762,3,1,"I don't recommend this medication if you are trying to live a normal, pain free life.
I have been taking it for 1 month and after completing my first box, my period is abnormally painful.
I have to stay at home, as walking/driving is not possible. I would cramp all the time.
Often times I lay in bed with a hot water bottle for 2-3 hours at the time. Also, I use up 2 S+ tampons in less than 2 hours. Please don't risk it. ",1,Female,"Nausea ,  vomiting ,  headache ,  bloating ,  breast  tenderness, swelling of the  ankles /feet (fluid retention), or  weight  change may occur.",0
19-24,Abnormally Long or Heavy Periods,12/27/2016,estarylla,163762,4,5,Pre Estarylla I used to struggle with mood swings now I feel normal. It has regulated everything from mood to energy.,5,Female,"Nausea ,  vomiting ,  headache ,  bloating ,  breast  tenderness, swelling of the  ankles /feet (fluid retention), or  weight  change may occur.",0
25-34,Abnormally Long or Heavy Periods,5/30/2015,enpresse,63673,5,5,"This BC has been the best for me. You have to take for a while and let the medication regulate. What works for one person, might not work for you. This BC has protected me from pregnancy and I've went from a B cup to a D. No complaints. I love triphasal birth control. If you don't like it switch. This was my third pill to try. Love it! ",5,Female,"Nausea ,  vomiting ,  headache ,  bloating ,  breast  tenderness, swelling of the  ankles /feet (fluid retention), or  weight  change may occur.",0
19-24,Abnormally Long or Heavy Periods,5/16/2016,enskyce,164243,4,4,"I'm used to semi-regularly rotating BCP because my body tends to ""get used"" to the pills and my heavy periods power through and flow for days on end. With that being said, this pill has limited the length of periods, but not the flow. Additionally I act like a psycho - crying almost everyday, angry all the time, completely irrational and erratic behavior! My boobs have grown an entire cup size and are constantly tender. Never have experienced these side effects to this extent before. Hoping to be off this pill as per doctors orders within a week! ",1, ,"Nausea ,  vomiting ,  headache ,  bloating ,  breast  tenderness, swelling of the  ankles /feet (fluid retention), or  weight  change may occur.",0
13-18,Abnormally Long or Heavy Periods,4/29/2016,enskyce,164243,1,3,"On the Enskyce it made me feel weird on the first week and then when I started the first blue or whatever color pill it made me feel like I was being demon possed and it made me wanna hurt people, I was never like that and I would not recommend this product.",1,Female,"Nausea ,  vomiting ,  headache ,  bloating ,  breast  tenderness, swelling of the  ankles /feet (fluid retention), or  weight  change may occur.",0
19-24,Abnormally Long or Heavy Periods,9/12/2010,enpresse,63673,5,5,"I am 22 years of age.  Ever since I was nine years old{this is when I started my cycle}I have had abnormally long and heavy periods.  I forget what kind of bc I was on some years ago.  It seemed to work w/o problems.  I have taken empresse for a week and a half now.  I have experienced nausia, bloating, spotting, headaches, and worst of all, the most scary...Chest pain and intense pain in my left arm.  I am terrified that I will have a heart attack.  I do not recomend this medcine to anyone.  It is dangerous, and I refuse to further risk my life on this pill.  while viewing other comments, I've discovered that only about three ppl went w/o complications..atleast that they knew of.",1,Female,"Nausea ,  vomiting ,  headache ,  bloating ,  breast  tenderness, swelling of the  ankles /feet (fluid retention), or  weight  change may occur.",0
13-18,Abnormally Long or Heavy Periods,3/19/2008,enpresse,63673,5,3,I have had 3 periods in 3 weeks i'm not happy stops then starts over and over,3,Female,"Nausea ,  vomiting ,  headache ,  bloating ,  breast  tenderness, swelling of the  ankles /feet (fluid retention), or  weight  change may occur.",0
19-24,Abnormally Long or Heavy Periods,10/7/2014,generess fe,155553,5,5,"I was hesitant to go on birth control but I figured it was time because I would get incredibly painful periods for 6 days with other side effects to the point that I missed school or work.
I was prescribed Generess in June 2014 and I love it. It's chewable (I can't take pills) and he has lightened my periods, I have my period 3 days a month, and it's not as painful. I do still get cramps but it's the annoying small cramps. I adjusted to this pill within 2 months.
In the beginning I was nauseous and incredibly hungry for the first few pills but that went away by month 3. I did not gain or lose weight. I did cramp the usual week I would have had my period but that went away by month 3 as well. Overall I really like this pill and I'm incredibly upset that I have to switch to a birth control I can afford.",5,Female,"Nausea ,  vomiting ,  headache ,  bloating ,  breast  tenderness, swelling of the  ankles /feet (fluid retention), or  weight  change may occur.",0
13-18,Abnormally Long or Heavy Periods,7/21/2014,generess fe,155553,5,2,"I've been on this for about 3 weeks and the medicine made me nothing but sick, I would wake up feeling fine then take my medicine and go back to sleep, by the time I woke up the medicine would make me feel nauseous & give me stomach pains and very bad anxiety,I also couldn't eat much and lost 5 pounds over a week . The pain and nausea would get better throughout the day, but not until late at night, it took complete control of my life, I was bed ridden for a week , and it also made my depression worsen! I wouldn't recommend this to ANYONE to try. ",1,Female,"Nausea ,  vomiting ,  headache ,  bloating ,  breast  tenderness, swelling of the  ankles /feet (fluid retention), or  weight  change may occur.",0
25-34,Abnormally Long or Heavy Periods,7/14/2014,generess fe,155553,5,5,"I was on Loestrin 24 fe for a couple of years and began having horrible side effects(hair loss, mood swings, painful periods, etc, so my dr prescribed generess fe. At first, compared to Loestrin, this pill was heaven sent. After about 5 months of being on this pill it became hell! I gained over 30 lbs in about 6 months. I know that this is bc of the pill bc I began working out twice a day and eating healthy (something i never did prior to the pill). My breasts were huge and i gained weight in places that i NEVER gained in my life. I even had neck fat. I began crying at the drop of a hat. This pill was horrible!! Pleas beware when taking this pill",2,Female,"Nausea ,  vomiting ,  headache ,  bloating ,  breast  tenderness, swelling of the  ankles /feet (fluid retention), or  weight  change may occur.",0
19-24,Abnormally Long or Heavy Periods,1/23/2014,generess fe,155553,1,1,"The reason for me starting Generess was because I have an abnormal period...my first period with this birth control made me have a period that lasted two weeks long, which is not okay! That is way longer than anyone should ever have a period. Secondly, it made me feel violently ill. I would get random waves of extreme nausea, I felt like if I moved the wrong way I would throw up everywhere without a chance to hold it back. Also this medication made me feel like a diabetic, I would get the shakes and feel like I had to eat something sweet to get my sugar levels back to where they needed to go. At the beginning I figured this is my body getting used to it but it would happen everyday randomly for hours at a time. As far as other side effects go, I did not seem to gain much weight, maybe a pound... if that, slightly more pimples than usual but nothing I can't handle. ",1,Female,"Nausea ,  vomiting ,  headache ,  bloating ,  breast  tenderness, swelling of the  ankles /feet (fluid retention), or  weight  change may occur.",0
45-54,Abnormally Long or Heavy Periods,12/3/2013,generess fe,155553,4,1,"After Loestrin 24 FE was taken off the market, my doc gave me a free sample of Generesse FE saying it was closest to Loestrin AND with the discount card I would only pay $25. WRONG. Read the fine print on the card. You pay the 1st $25, the company pays the next $50, then whatever is left between those and the retail cost is YOUR responsibility. Retail is nearly $100. I was LIVID at this sneaky advertising. My doc didn't even know the whole story. So, I was shocked when I went to fill prescription. But I covered it, knowing that I can't keep paying that amount. This pill has made me an emotional wreck. I cry a lot! I am anxious and irritable and sinking into depression. Since I already take anxiety and depression meds, this is not good. My first period on this was longer than I have had since my teens and twenties (over a week), and heavy for 6 days with clots. Couldn't leave the house. Right now I am unemployed, but once I get back into the workforce, I cannot have periods like this and still go to work. I hate feeling this way and bleeding so much, which also made me exhausted. This is nuts. Wish I could just get a hysterectomy and be done with it. My hubby has a vasectomy and I am done having kids. I don't want this anymore. The whole point in taking it is to lessen periods. Well... it failed. I am into my 2nd month on it. I'm an emotional train wreck. As for the ease of taking it, I had to get past the chewable pill aspect. Wondering how much actually gets in my system as opposed to staying in my teeth. They taste okay though. I just prefer to swallow my pills. I then know I am getting the full dose. I would be hesitant to recommend this pill to anyone. ",1,Female,"Nausea ,  vomiting ,  headache ,  bloating ,  breast  tenderness, swelling of the  ankles /feet (fluid retention), or  weight  change may occur.",0
19-24,Abnormally Long or Heavy Periods,11/8/2013,generess fe,155553,3,3,"I usually have irregular periods. I missed 2 months so my doctor prescribed Generess Fe. It's cool that it's chewable but taking this drug was not a pleasant experience. 

For one, my mood swings were incredibly out of whack. I was so depressed and angry and irritable. I couldn't stand something like this having so much control over my emotions. I had serious bloating and my breasts were super swollen and I am already very busty so this was not very comfortable. I had painful migraines. The worst part about it was the CRAZY LONG PERIODS! I've only completed 1 pack and I got my period last month but it's still going on, 15 days now!! It's not really heavy but it's more than just spotting. I am on Week 2 of the second pack but I have decided to discontinue. It just makes me feel worse. 

Not ever birth control is for everyone. For me, my best BC was Loestrin. I hate when doctors try to push new products on you.",1,Female,"Nausea ,  vomiting ,  headache ,  bloating ,  breast  tenderness, swelling of the  ankles /feet (fluid retention), or  weight  change may occur.",1
19-24,Abnormally Long or Heavy Periods,11/8/2013,generess fe,155553,5,3,"I usually have irregular periods. I missed 2 months so my doctor prescribed Generess Fe. It's cool that it's chewable but taking this drug was not a pleasant experience. 

For one, my mood swings were incredibly out of whack. I was so depressed and angry and irritable. I couldn't stand something like this having so much control over my emotions. I had serious bloating and my breasts were super swollen and I am already very busty so this was not very comfortable. I had painful migraines. The worst part about it was the CRAZY LONG PERIODS! I've only completed 1 pack and I got my period last month but it's still going on, 15 days now!! It's not really heavy but it's more than just spotting. I am on Week 2 of the second pack but I have decided to discontinue. It just makes me feel worse. 

Not ever birth control is for everyone. For me, my best BC was Loestrin. I hate when doctors try to push new products on you.",1,Female,"Nausea ,  vomiting ,  headache ,  bloating ,  breast  tenderness, swelling of the  ankles /feet (fluid retention), or  weight  change may occur.",0
35-44,Abnormally Long or Heavy Periods,10/14/2012,generess fe,155553,3,1,"I began Generess 4 months ago because I was bleeding for 2 weeks straight only to start again a week later. While my period was regulated the rest of my life was falling apart. I have treated others badly and not even realized until it was too late. Patience is gone, I am not the same person I used to be. I have been a BI***. I have had the WORST rage, depression and psycho episodes EVER! Felt like I should commit myself before I hurt someone or killed myself. ANYONE WITH DEPRESSION/ANXEITY ISSUES SHOULD NEVER TAKE THIS DRUG. BEWARE and BE CAREFUL.",1,Female,"Nausea ,  vomiting ,  headache ,  bloating ,  breast  tenderness, swelling of the  ankles /feet (fluid retention), or  weight  change may occur.",0
45-54,Abnormally Long or Heavy Periods,9/26/2012,generess fe,155553,1,1,"I ended up bleeding more days on this pill than off - frequent spotting and outright bleeding. I also had extreme mood swings (I probably could have killed somebody if I had a weapon). The entire family was shocked by my continuous, severe PMS (it was every day). I had horrible night sweats - so bad I thought I'd developed cancer overnight. Hot flashes, cramps - it was a nightmare! I stopped taking it after 6 weeks and I'm never taking birth control again. My heavy/long periods (I'm 45) were MUCH more preferable to the nightmare this pill put me through. I noticed lots of comments about people having horrible moods (mine was rage). Why is this stuff still on the market?!?! ",1,Female,"Nausea ,  vomiting ,  headache ,  bloating ,  breast  tenderness, swelling of the  ankles /feet (fluid retention), or  weight  change may occur.",1
45-54,Abnormally Long or Heavy Periods,9/24/2012,generess fe,155553,4,4,"After being on this pill for 4 months I experienced shortness of breath, elevated blood pressure and chest pain. I had all the tests to determine I was not having a heart attack or blood clot. These very scary symptoms went away a day after I stopped taking this pill. ",1,Female,"Nausea ,  vomiting ,  headache ,  bloating ,  breast  tenderness, swelling of the  ankles /feet (fluid retention), or  weight  change may occur.",0
35-44,Abnormally Long or Heavy Periods,9/5/2012,generess fe,155553,5,1,"Once I started this pill, I had a period for three solid weeks at which time I stopped taking the pill.",1,Female,"Nausea ,  vomiting ,  headache ,  bloating ,  breast  tenderness, swelling of the  ankles /feet (fluid retention), or  weight  change may occur.",0
25-34,Abnormally Long or Heavy Periods,8/29/2012,generess fe,155553,5,3,"Tried this after Loestrin didn't help w lengthy periods. On 4th pill pack now and no period at all going on 2 months BUT progressively worsening extreme mood swings, skin problems, nausea that seems to come and go, and bad headaches abt weekly now, sometimes w vomiting. Negative side effects certainly have gotten better w time. Just don't feel like the trade-off is worth feeling like this...",1,Female,"Nausea ,  vomiting ,  headache ,  bloating ,  breast  tenderness, swelling of the  ankles /feet (fluid retention), or  weight  change may occur.",0
19-24,Abnormally Long or Heavy Periods,8/27/2012,generess fe,155553,5,4,"i'm 22, and this is my first form of birth control. the first couple days i felt very slightly nauseous. that's about it. after that it's been completely fine. i was nervous at first because i'm in the process of losing weight, but my doctor said weight gain has not been proven to be associated with this drug. and i haven't gained anything, but have lost. no tender breasts, no acne except for the one or 2 around my period but i've always had that. nice minty taste, and it's chewable so it's easy. so far so good.",4,Female,"Nausea ,  vomiting ,  headache ,  bloating ,  breast  tenderness, swelling of the  ankles /feet (fluid retention), or  weight  change may occur.",0
25-34,Abnormally Long or Heavy Periods,8/21/2012,generess fe,155553,5,1,"This birth control pill might work well for someone else, but unfortunately, it's not working well for me. I do not know how effective it is for pregnancy either, since I'm not taking it for that purpose.

I'm 30 and have been on birth control pills off and on since 14 due to irregular periods. Before Generess Fe, I took Ortho Tricyclen and never had a problem with it, but then my doctor switched me to Generess this past time. I started out spotting on Day 1 and have been bleeding heavily since week two. I've been nauseated since I started the pill and tired. Then, I started getting headaches, but they went away. The worst is the cramps. I've never had cramps like this. I'm on my last couple brown pills, which I can't take because the blood taste of them makes me feel sick. I don't think I'm going to take the other sample pills I have and plan to call my doctor to see if I can get a prescription for something else.

The easy chewable nature of the pill is easy and convenient, though, and as I said at the beginning, this might be a pill for another type of person, but it's not working for me.",1,Female,"Nausea ,  vomiting ,  headache ,  bloating ,  breast  tenderness, swelling of the  ankles /feet (fluid retention), or  weight  change may occur.",0
25-34,Abnormally Long or Heavy Periods,8/17/2012,generess fe,155553,4,3,"I been on the pill for 3 months and it has been a roller coaster ride from month to month.  My cycle before starting this pill was regular and predictable knew when I was supposed to start within an 2-3 day window.  Now the 1st month i started taking the pill was fine I only had a light/normal period for 3 days, then not even 2 weeks later i got my period again and have been bleeding for 12 days and still counting, it has gone from normal to light to spotting to heavy bleeding.  I started this pill to prevent pregnancy which it's effective in that since I'm bleeding so much I can't have sex and also to help lighten my flow during my period and it is having the opposite effect.  Also other side effects have been breakouts, nausea, and mild depression (I don't feel like getting up and playing with my kids or doing anything motivational), also noticed that my temper has been on edge the little thing pushes me over.  I would't recommend this pill from my experience.  ",1,Female,"Nausea ,  vomiting ,  headache ,  bloating ,  breast  tenderness, swelling of the  ankles /feet (fluid retention), or  weight  change may occur.",0
13-18,Abnormally Long or Heavy Periods,7/31/2012,generess fe,155553,5,4,"My daughter started taking this for long and very heavy abnormal periods. She wanted to stop taking it after the first week because she had severe nausea and dizziness from the first day on. I took her back to the doctor who said to stop taking it for one week to let her body get over the nausea and dizziness and feeling sick, and then to start it again where she left off and see if it does any better.  The doctor said after the first one to three months, the side effects should subside.  My daughter doesn't want to take it so I'm not sure if this is an option for her. ",1,Female,"Nausea ,  vomiting ,  headache ,  bloating ,  breast  tenderness, swelling of the  ankles /feet (fluid retention), or  weight  change may occur.",0
25-34,Abnormally Long or Heavy Periods,7/26/2012,generess fe,155553,5,5,"Ovaries are not in constant pain, menstrual cycle is more manageable and only 4 days long now. Some headaches, but overall I am very happy with this pill. Every other pill has made me sick.",4,Female,"Nausea ,  vomiting ,  headache ,  bloating ,  breast  tenderness, swelling of the  ankles /feet (fluid retention), or  weight  change may occur.",0
25-34,Abnormally Long or Heavy Periods,7/16/2012,generess fe,155553,5,5,"I have been on this pill for 6 weeks now. The first month I had a couple of weeks of spotting. But my period was lighter and more comfortable than I'm used to. So far month #2 has been fine. I have lost weight since starting this pill. This is the first OC I've taken in 8 years. I do get frequent headaches, but I'm not sure they're from this pill. Overall I'm happy with this OC and will continue to take it. Oh, it has prevented pregnancy too.",5,Female,"Nausea ,  vomiting ,  headache ,  bloating ,  breast  tenderness, swelling of the  ankles /feet (fluid retention), or  weight  change may occur.",0
 ,Abnormally Long or Heavy Periods,8/14/2013,generess fe,155553,4,5,"The first month I experienced nausea, headache and spotting. The second month, I experienced a little bit of acne, but it disappeared in the third month. My breast did become fuller. I had no or little period. I didn't get pregnant.  My doctor told me to switch to a different BC pill since I was experiencing extreme breast tenderness. ",3, ,"Nausea ,  vomiting ,  headache ,  bloating ,  breast  tenderness, swelling of the  ankles /feet (fluid retention), or  weight  change may occur.",0
35-44,Abnormally Long or Heavy Periods,8/8/2013,generess fe,155553,1,1,"I thought I was going crazy until I read this post.  After 5 months of not feeling like myself, I finally decided to google the reviews vs. side effects of Generess and I felt like everyone was living the same nightmare as me.  I was totally depressed almost to the point of lethargy.  My anxiety was way above normal.  I gained 10lbs and my breast were huge.  Not to mention I was bleeding and clotting so heavy I was afraid to leave home.  And the cramps were crippling.  I also felt like I had more of a vaginal discharge in between periods.  However, my periods and the spotting went on forever.  I also have lack of vaginal lubrication and no sexual drive.  I have stopped taking this pill and was wondering if anyone else could say how long it takes for the symptoms to disappear.  Please post if you have any ""post generess termination"" information.",1,Female,"Nausea ,  vomiting ,  headache ,  bloating ,  breast  tenderness, swelling of the  ankles /feet (fluid retention), or  weight  change may occur.",0
25-34,Abnormally Long or Heavy Periods,6/18/2013,generess fe,155553,4,1,"I started taking the pill 2 months ago and I think I've bleed more in 2 months than Ive done in 2 years. I cry all the time, I've gained weight and I have no sex drive. However, I have very little cramps. ",1,Female,"Nausea ,  vomiting ,  headache ,  bloating ,  breast  tenderness, swelling of the  ankles /feet (fluid retention), or  weight  change may occur.",0
35-44,Abnormally Long or Heavy Periods,5/10/2013,generess fe,155553,5,5,"I began the pill because I had my period 3x in one month. I have never been on the pill and have always been regular. Naturally, I was initially anxious about the side effects. The first week I had some spotting but my period finally stopped and I felt great. The rest of the month was horrific. I got every negative symptom in the book. Migraines, bloating, sensitivity, mood swings, etc. However, I understood that these symptoms were temporary and so I grit my teeth and pushed through the first month! I recently got my first period and I have to say it is the easiest period I have ever had. Usually for the first two days of my period I am doubled over in pain and bleed like someone shot me! This period has been without cramps and with a very light flow! I am shocked and so thankful I do not have to endure the pain and discomfort of my periods of the past. Also, I have been without negative symptoms for 5 days and feel like my body is finally adjusting to the pill!!! My boobs are bugger (a def. plus) and I have lost the bloat weight I gained initially. Overall, I think this pill is a must try for those that are looking to regulate their period with a low dose pill. ",5,Female,"Nausea ,  vomiting ,  headache ,  bloating ,  breast  tenderness, swelling of the  ankles /feet (fluid retention), or  weight  change may occur.",1
35-44,Abnormally Long or Heavy Periods,2/15/2013,generess fe,155553,5,1,"I'm 36, mother of eight. I have been on many forms of birth control (Norplant, pills, ring, patch, Mirena IUD). I was put on this pill because I have been experiencing extremely heavy, long (12+ days) periods. I started taking this pill not even a week ago and I will not be taking it any more. I have been so nauseous that i can barely eat or drink anything, alot like morning sickness. I know I'm not pg, hubby had a vasectomy over 2 years ago. I'm not going to keep taking it to find out if I get any other side effects!",1,Female,"Nausea ,  vomiting ,  headache ,  bloating ,  breast  tenderness, swelling of the  ankles /feet (fluid retention), or  weight  change may occur.",0
